None,2
None,0
None,0
None,0
None,0
None,0
None,1
None,2
None,0
None,0
None,0
None,0
None,0
None,0
None,0
HmrRI14VA4,0
None,6
None,41
None,37
None,44
None,31
None,26
None,45
AVRQFLzenS,4496
OW610GhILx,1463
ju6ylPAmg2,1622
JAkcfd3fIj,1449
FB25RNAs7A,1171
Cjwn7F38Tk,1423
tkgIbEpACm,1007
lgCmYmVSIq,356
c0k4YXWHYV,500
pGcTA3NDy7,358
ahN0unZiju,301
5anqF6yPuE,168
obbDtx8cbz,502
UJGd99ogat,381
None,7
None,10
None,6
None,15
None,15
None,12
None,8
None,7
None,9
None,9
None,5
None,13
None,0
None,0
None,0
None,0
None,0
None,0
None,22
None,16
None,13
None,8
None,1
None,1
None,1
None,1
None,1
None,0
None,11
None,12
None,16
None,13
None,15
None,10
7lGkOG38PU,0
Its6qLBOUv,0
9DEVdM4KgC,0
wFytvmeOaC,0
oslSDeMklG,0
D5RpfD4cII,0
xGAbeXdJue,0
DGLEFBzs8k,0
Jb6j5bmuib,0
LTaSa4ORsU,0
jWk0xM80xf,0
U3MFf1a7Vh,0
VYyEQLWSqU,0
2kML3puMNF,0
None,0
None,0
None,0
None,0
pPLw7U3CjM,0
ZfeH4G9S7F,0
iRUGJT6fct,0
SF0C5wrNWC,0
1plwrNfCkB,0
bT7QfrQUXq,0
0Gcq8dshrD,0
AcDTxgDlTP,0
YPuozqpxV5,0
None,0
None,0
lKwmDl2hbt,0
tkVtmHJerw,0
k1lvw9NF4n,0
oWvQgR3IWk,0
lQzy0aVfMT,0
f8OcrDRoAH,0
QPK0M3IxCv,0
DQnYv999AF,0
Q2vYfurPWo,0
aBqEumAvaE,0
7jO5UZJ9Aj,0
MBPvSIV71w,0
6sguqKECAj,0
mD0pDD4IUU,0
bSCU521wIw,0
jCDvnkkQB9,0
bK0thCZqpX,0
DmBAxse7FO,0
a8Jct486bB,0
UKZLTCAwrB,0
b1KOFrg36A,0
VHf99Q5WuK,0
WeVZ3oYkCl,0
oYdlGjKCpR,0
pY62tFxSt0,0
epAPS7GuJZ,0
C6Z6LR8WRN,0
QizXkp07Wz,0
JDByW3RFxU,0
QD1WlSaFxL,0
DKiCRqQDXY,0
YQxKgzTn6S,0
TL6ewproCz,0
55pL13UHWm,0
x3I2BjPIn3,0
ArZotXx8JO,0
PNlX8kwqQo,0
bvahNtyMgk,0
xukN2MHArF,0
aaC5UYfEmE,0
4HJ47blbF0,0
xxJIIidF83,0
ODK2KoBQMD,0
FXAOthnqN2,0
c0pa154WOI,0
kEBkbVO3Lf,0
goJMFMSpAV,0
13VE9tcLSP,0
VgDToM5fQE,0
wDeJchqyPJ,0
k1lzL7C26t,0
w8s6luWDom,0
q0CfBgN9Bp,0
3PZFD1M1Km,0
45Zw7OQMOD,0
tXKAMRwCm0,0
H2cgGeheFa,0
SLcjnqHRJk,0
BGwya5vGFI,0
XILPHf8Uhw,0
bLfMbRJqg0,0
1PnEZbMvZi,0
FRpNNlukMy,0
rnrrkeVC8Y,0
1qUUGcZizp,0
XXErvsYDhH,0
yNTsDyeVwJ,2
zoO13bzUgf,0
w7DnOhYUNY,0
UQOei4wKnG,0
d4fwNiGBUL,0
RjohOHZm4U,0
4pxnde1Fad,0
09wHyYYwF2,0
sZkrMlEPjM,0
gYo73Ira6j,0
CwbHlCXIO4,0
xHfxvowdEv,0
FqEc2rkjBw,0
NkDCgQN1Ah,0
gteQbkifjh,0
WsTocWFYco,0
4T27hFihLQ,0
BTYMG6xZZN,0
xXq5XgDR65,0
HmqG64yNIP,0
Sb5snFydUn,0
zM5RteCVbs,0
bfLuKiezr2,0
s0bPtkHd7m,0
BaSKaaLM5M,0
1YtYBQAmrU,0
I7ntVd350j,0
None,0
None,0
None,0
None,0
None,0
None,0
None,0
None,0
rSbQnncDqe,0
EgY6GCWaBU,0
fRn3Qk6qAb,0
31uROyXArr,0
eFkOzviO66,0
Ozd0I61HDX,0
pqHpzfIymA,0
FUjIlR0Yir,1
CiLhh1qaur,0
HDG9pWRvBl,0
iqFD3jceXN,0
V6kfINTqXz,0
V0muKg5lrk,0
HW7PVHRO06,0
6HhzOdAOxv,0
JG1dBpWLBQ,0
PAbi4bGj12,0
OZDs1wRPew,0
WCrNYz4oj7,0
darhjn9QJd,0
TThbghZXhz,0
6fferZvTJz,0
HQYSbQPdhp,0
1MGw6EUkda,0
3PwphMplSJ,0
vw84nL99zT,0
LQ0kbjejpX,0
IfMwuLnw99,0
ljYFma30o7,0
rq9otMFKx7,0
RNRECPY1Cv,0
s1HaALF2Af,0
None,0
X3rHFM555I,0
FbkIjMmPmP,0
lJSH7icJ33,0
LvXfN3ebWy,0
v0UjkYDHZX,0
tyPFepKSIt,0
qVLVBal0yn,0
eYp8FLdX4o,0
ytcFSdBm13,0
1ne81UhH6D,0
mm3GwIWnjA,0
yTPwDwk1KB,0
b2ZSWeeoPj,0
zyfxDofnWD,0
k4TEjeiZPY,0
3KwbKmyxgt,0
973FZHC7Zl,0
xAo9jXerD2,0
zWTMwWdfVu,0
eke6LGptJN,0
SUMgdvWUz7,0
IKz1WAH8eR,0
0c6NKxqGfh,0
i2Y87rLLPz,0
tNsTFGeCVP,0
yaYx5SPUF3,0
MTdDgtztEn,0
74osLAyUgb,0
rLUNk8cgM4,0
4P0vULtk4X,0
Xr2uBeSJop,0
ALTjXgc0PT,0
8agxSiy7RD,3
lDkIvGn2fM,0
T54QBGjDXC,0
OlsDNrYwtl,0
3ub0VM44PY,0
8lJPgSjPmT,0
KNdk6pPBTE,0
1A1SugIerO,0
qP3aRMRaKC,0
R8GVtnIm1s,0
vfn2ZH8Z4r,0
czucwHefBS,0
sM0Pmw01Pc,0
zVpXEbV985,0
HBL282WWR9,1
GYNaVmcFpB,0
D1cBHwtjBn,0
birzauPoWJ,0
ygw3q0Gz9R,0
9sUee1Ictu,0
Qr0WkAWTxG,0
PpC5tQeXYT,0
pSVyFwuLx0,0
7MVOB6FiLL,0
4RYAGvrCwU,0
CpXWNFe8Ge,0
YG66o6q8Q3,0
T2Kxei5UHQ,0
fEmheF80l8,0
HKRSGxP2EX,0
6RFIMkwV7Y,0
zDdeLtxHHf,0
W5t0gGcPHR,0
Z2N7Z4v9Z0,0
DpSHkiAVZL,0
dP4B5HkHiH,0
1hLjhCMdAH,0
opkFFQEl6O,0
2m7iSdvjzG,0
sW3QaoXw7w,0
fyFnCjRk4I,0
l2A4uFEzSI,0
vNlS04hln4,0
nxsn9EO0Xn,0
sUUtips9Hh,0
DFUPpvT1qf,0
QI0AvHurCF,0
H3Bymwl1kZ,0
DpbQ3yIrBk,0
WCTkE5Wlcs,0
E7M1qdIHv1,0
VFji1vw7Fk,0
LuXyXBUsnZ,0
tfiCOLTrZI,1
NSeGDfFRkB,0
None,0
None,0
None,0
None,0
None,0
None,0
None,0
None,0
LugrFIiSVF,0
LxAOskWDSK,0
aK4bi0ZtUy,0
7Jgo1fSVjM,0
6eYaQWdPfc,0
6qt6bc0zuj,0
yiKIHtDH2l,0
QWTBVasN8d,0
7zwGBTeLLx,0
None,0
None,0
None,1
None,2
None,0
None,0
None,0
None,3
None,0
None,0
None,0
None,0
